monthYear,month,levelCrookedLakeCount,levelCrookedLake,,rainfallFinal,rainfallFinal1,rainfallFinal2,rainfallFinal3,rainfallFinal4,rainfallFinal5,rainfallFinal6,rainfallFinal7,rainfallFinal8,rainfallFinal9,rainfallFinal10,rainfallFinal11,rainfallFinal12,rainfallFinal13,rainfallFinal14,rainfallFinal15,rainfallFinal16,rainfallFinal17,rainfallFinal18,rainfallFinal19,rainfallFinal20,rainfallFinal21,rainfallFinal22,rainfallFinal23,rainfallFinal24,rainfallFinal25,rainfallFinal26,rainfallFinal27,rainfallFinal28,rainfallFinal29,rainfallFinal30,rainfallFinal31,rainfallFinal32,rainfallFinal33,rainfallFinal34,rainfallFinal35,rainfallFinal36,rainfallFinal37,rainfallFinal38,rainfallFinal39,rainfallFinal40,rainfallFinal41,rainfallFinal42,rainfallFinal43,rainfallFinal44,rainfallFinal45,rainfallFinal46,rainfallFinal47,rainfallFinal48,rainfallFinal49,rainfallFinal50,rainfallFinal51,rainfallFinal52,rainfallFinal53,rainfallFinal54,rainfallFinal55,rainfallFinal56,rainfallFinal57,rainfallFinal58,rainfallFinal59,rainfallFinal60,rainfallFinal61,rainfallFinal62,rainfallFinal63,rainfallFinal64,rainfallFinal65,rainfallFinal66,rainfallFinal67,rainfallFinal68,rainfallFinal69,rainfallFinal70
10/1/1976,10,6,115.1183333,-0.025666667,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34,0.49,0.95,2.52,0.22,1.06
11/1/1976,11,6,114.7416667,-0.376666667,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34,0.49,0.95,2.52,0.22
12/1/1976,12,5,114.66,-0.081666667,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34,0.49,0.95,2.52
1/1/1977,1,6,114.5616667,-0.098333333,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34,0.49,0.95
2/1/1977,2,5,114.376,-0.185666667,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34,0.49
3/1/1977,3,4,114.17,-0.206,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22,2.34
4/1/1977,4,6,113.5633333,-0.606666667,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59,6.22
5/1/1977,5,6,112.9016667,-0.661666667,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29,5.59
6/1/1977,6,4,112.9075,0.005833333,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17,8.29
7/1/1977,7,6,113.0316667,0.124166667,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11,6.17
8/1/1977,8,5,113.142,0.110333333,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63,7.11
9/1/1977,9,4,113.3875,0.2455,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92,0.63
10/1/1977,10,8,113.20375,-0.18375,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93,1.92
11/1/1977,11,4,113.0325,-0.17125,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47,0.93
12/1/1977,12,5,113.44,0.4075,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74,3.47
1/1/1978,1,6,114.2183333,0.778333333,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24,3.74
2/1/1978,2,5,114.398,0.179666667,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75,2.24
3/1/1978,3,7,114.79,0.392,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3,4.75
4/1/1978,4,5,114.278,-0.512,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67,8.3
5/1/1978,5,6,114.125,-0.153,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23,9.67
6/1/1978,6,5,114.358,0.233,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36,7.23
7/1/1978,7,5,114.884,0.526,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98,0.36
8/1/1978,8,6,116.2983333,1.414333333,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95,1.98
9/1/1978,9,4,116.17,-0.128333333,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8,4.95
10/1/1978,10,6,115.8166667,-0.353333333,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12,2.8
11/1/1978,11,4,115.49,-0.326666667,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57,6.12
12/1/1978,12,5,115.18,-0.31,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06,1.57
1/1/1979,1,4,115.2875,0.1075,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61,3.06
2/1/1979,2,5,115.336,0.0485,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06,5.61
3/1/1979,3,6,115.25,-0.086,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64,2.06
4/1/1979,4,6,114.8033333,-0.446666667,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5,3.64
5/1/1979,5,6,115.1333333,0.33,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71,8.5
6/1/1979,6,5,115.23,0.096666667,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59,10.71
7/1/1979,7,5,115.13,-0.1,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2,7.59
8/1/1979,8,5,114.856,-0.274,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8,4.2
9/1/1979,9,6,115.6083333,0.752333333,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65,0.8
10/1/1979,10,6,116.0083333,0.4,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54,1.65
11/1/1979,11,2,115.47,-0.538333333,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26,0.54
12/1/1979,12,6,115.41,-0.06,1.58,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21,1.26
1/1/1980,1,5,115.284,-0.126,2.42,1.58,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19,0.21
2/1/1980,2,4,115.23,-0.054,3.46,2.42,1.58,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03,1.19
3/1/1980,3,5,115.196,-0.034,1.8,3.46,2.42,1.58,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14,5.03
4/1/1980,4,5,114.898,-0.298,5.41,1.8,3.46,2.42,1.58,1.23,1.18,13.37,4.92,4.05,10.17,7.76,1.87,2.44,1.12,6.53,3.23,0.49,1.42,2.02,4.13,13.36,10.05,5.17,0.13,2.29,4.32,2.96,2.61,4.39,1.62,4.03,4.38,8.27,4.95,3.99,0.26,0.46,1.66,2.69,1.91,1.81,2.08,6.29,7.8,8.84,7.66,6.2,1.59,2.46,0.54,0.51,0.28,0.49,6.23,9.14,8.52,5.9,5.45,5.3,0.23,1.98,1.93,0.5,2.2,0.23,0.36,3.22,3.53,9.64,20.14
